sample	drug	PCIDs	syn	gvm
CPC004_VCAP_24H-betamethasone_17,21-dipropionate-10.0	betamethasone 17,21 dipropionate	16759171		pc16759171
CPC004_VCAP_24H-bibx_1382_dihydrochloride-10.0	bibx 1382 dihydrochloride	2733501		pc2733501
CPC004_VCAP_24H-bisacodyl-10.0	bisacodyl	9801969		pc9801969
CPC004_VCAP_24H-bithionate_sodium-10.0	bithionate sodium	2812173		pc2812173
CPC004_VCAP_24H-brazilin-10.0	brazilin	4712		pc4712
CPC004_VCAP_24H-brompheniramine_maleate-10.0	brompheniramine maleate	176408		pc176408
CPC004_VCAP_24H-carbamazepine-10.0	carbamazepine	2554		pc2554
CPC004_VCAP_24H-carbinoxamine_maleate-10.0	carbinoxamine maleate	163751		pc163751
CPC004_VCAP_24H-cgp_57380-10.0	cgp 57380	11644425		pc11644425
CPC004_VCAP_24H-ch_55-10.0	ch 55	5330535		pc5330535
CPC004_VCAP_24H-chlorambucil-10.0	chlorambucil	2708		pc2708
CPC004_VCAP_24H-chlormadinone_acetate-10.0	chlormadinone acetate	3803		pc3803
CPC004_VCAP_24H-chloroxine-10.0	chloroxine	25181195		pc25181195
CPC004_VCAP_24H-chlorpromazine-10.0	chlorpromazine	2726		pc2726
CPC004_VCAP_24H-chlorprothixene_hydrochloride-10.0	chlorprothixene hydrochloride	6419904		pc6419904
CPC004_VCAP_24H-cinchonine-10.0	cinchonine			cinchonine
CPC004_VCAP_24H-clobetasol_propionate-10.0	clobetasol propionate	32798		pc32798
CPC004_VCAP_24H-colforsin-10.0	colforsin	5287620		pc5287620
CPC004_VCAP_24H-cycloheximide-10.0	cycloheximide	5284329		pc5284329
CPC004_VCAP_24H-cyclosporine-10.0	cyclosporine	5284373		pc5284373
CPC004_VCAP_24H-danazol-10.0	danazol	28417		pc28417
CPC004_VCAP_24H-dephostatin-10.0	dephostatin	73364		pc73364
CPC004_VCAP_24H-diclofenac_sodium-10.0	diclofenac sodium	3330		pc3330
CPC004_VCAP_24H-diethylstilbestrol-10.0	diethylstilbestrol	448537		pc448537
CPC004_VCAP_24H-diltiazem_hydrochloride-10.0	diltiazem hydrochloride	56972150		pc56972150
CPC004_VCAP_24H-dioxybenzone-10.0	dioxybenzone	54697674		pc54697674
CPC004_VCAP_24H-donepezil_hydrochloride-10.0	donepezil hydrochloride	9874838		pc9874838
CPC004_VCAP_24H-dorsomorphin_dihydrochloride-10.0	dorsomorphin dihydrochloride	53388		pc53388
CPC004_VCAP_24H-duloxetine_hydrochloride-10.0	duloxetine hydrochloride	5281321		pc5281321
CPC004_VCAP_24H-emd_386088_hydrochloride-10.0	emd 386088 hydrochloride	444732		pc444732
CPC004_VCAP_24H-epitestosterone-10.0	epitestosterone	5312122		pc5312122
CPC004_VCAP_24H-erythromycin_estolate-10.0	erythromycin estolate	71277		pc71277
CPC004_VCAP_24H-erythrosine_sodium-10.0	erythrosine sodium	5284373		pc5284373
CPC004_VCAP_24H-estradiol-10.0	estradiol	5757		pc5757
CPC004_VCAP_24H-estradiol_benzoate-10.0	estradiol benzoate	222757		pc222757
CPC004_VCAP_24H-estradiol_cypionate-10.0	estradiol cypionate	3476		pc3476
CPC004_VCAP_24H-exemestane-10.0	exemestane	60198		pc60198
CPC004_VCAP_24H-fenoterol_hydrobromide-10.0	fenoterol hydrobromide	481747		pc481747
CPC004_VCAP_24H-fipronil-10.0	fipronil	9954082		pc9954082
CPC004_VCAP_24H-fluspirilen-10.0	fluspirilen			fluspirilen
CPC004_VCAP_24H-fluvastatin-10.0	fluvastatin			fluvastatin
CPC004_VCAP_24H-forskolin-10.0	forskolin	443945		pc443945
CPC004_VCAP_24H-geldanamycin-10.0	geldanamycin	5288382		pc5288382
CPC004_VCAP_24H-gm6001-10.0	gm6001	114771		pc114771
CPC004_VCAP_24H-indirubin-3?-monoxime-10.0	indirubin 3? monoxime	5326739		pc5326739
CPC004_VCAP_24H-l_161982-10.0	l 161982	11784736		pc11784736
CPC004_VCAP_24H-l_755507-10.0	l 755507	16094766		pc16094766
CPC004_VCAP_24H-liothyronine-10.0	liothyronine	5920	l _isomer_sodium	pc5920
CPC004_VCAP_24H-loxapine_succinate-10.0	loxapine succinate			loxapinesuccinate
CPC004_VCAP_24H-lupanine_perchlorate-10.0	lupanine perchlorate	72430		pc72430
CPC004_VCAP_24H-menadione-10.0	menadione	4055		pc4055
CPC004_VCAP_24H-methyl_2,5-dihydroxycinnamate-10.0	methyl 2,5 dihydroxycinnamate	13791		pc13791
CPC004_VCAP_24H-mitomycin_c-10.0	mitomycin c	6437		pc6437
CPC004_VCAP_24H-mrs_1334-10.0	mrs 1334	4030		pc4030
CPC004_VCAP_24H-mycophenolic_acid-10.0	mycophenolic acid	446541		pc446541
CPC004_VCAP_24H-niclosamide-10.0	niclosamide	4477		pc4477
CPC004_VCAP_24H-nocodazole-10.0	nocodazole	439654		pc439654
CPC004_VCAP_24H-norgestimate-10.0	norgestimate	5311507		pc5311507
CPC004_VCAP_24H-norpramin-10.0	norpramin	444036		pc444036
CPC004_VCAP_24H-nsc_663284-10.0	nsc 663284	193949		pc193949
CPC004_VCAP_24H-nu7026-10.0	nu7026	2837663		pc2837663
CPC004_VCAP_24H-oxfendazole-10.0	oxfendazole	23663959		pc23663959
CPC004_VCAP_24H-oxibendazole-10.0	oxibendazole	4673190		pc4673190
CPC004_VCAP_24H-paclitaxel-10.0	paclitaxel	36314		pc36314
CPC004_VCAP_24H-paroxetine_hydrochloride-10.0	paroxetine hydrochloride	5281377		pc5281377
CPC004_VCAP_24H-penicillin_g_potassium-10.0	penicillin g potassium	200103		pc200103
CPC004_VCAP_24H-penitrem_a-10.0	penitrem a	11497466		pc11497466
CPC004_VCAP_24H-perphenazine-10.0	perphenazine	4748		pc4748
CPC004_VCAP_24H-phenolphthalein-10.0	phenolphthalein	9909647		pc9909647
CPC004_VCAP_24H-pifithrin-_?-10.0	pifithrin  ?	5833		pc5833
CPC004_VCAP_24H-pindolol-10.0	pindolol	4828		pc4828
CPC004_VCAP_24H-piplartine-10.0	piplartine	60943		pc60943
CPC004_VCAP_24H-pizotyline_malate-10.0	pizotyline malate	16219404		pc16219404
CPC004_VCAP_24H-prednisolone-10.0	prednisolone	5755		pc5755
CPC004_VCAP_24H-pregnenolone_succinate-10.0	pregnenolone succinate	5311390		pc5311390
CPC004_VCAP_24H-primaquine_diphosphate-10.0	primaquine diphosphate	5326843		pc5326843
CPC004_VCAP_24H-proadifen_hydrochloride-10.0	proadifen hydrochloride	247839		pc247839
CPC004_VCAP_24H-promazine_hydrochloride-10.0	promazine hydrochloride	5081913		pc5081913
CPC004_VCAP_24H-psb_06126-10.0	psb 06126	5282435		pc5282435
CPC004_VCAP_24H-quetiapine-10.0	quetiapine	5002		pc5002
CPC004_VCAP_24H-r(-)-2,10,11-trihydroxy-n-propyl-noraporphine-10.0	r( ) 2,10,11 trihydroxy n propyl noraporphine	11368		pc11368
CPC004_VCAP_24H-rhamnetin-10.0	rhamnetin	16760524		pc16760524
CPC004_VCAP_24H-ro_04-6790-10.0	ro 04 6790	11683		pc11683
CPC004_VCAP_24H-rottlerin-10.0	rottlerin	132837		pc132837
CPC004_VCAP_24H-rs_39604_hydrochloride-10.0	rs 39604 hydrochloride			rs39604hydrochloride
CPC004_VCAP_24H-ru_24969-10.0	ru 24969	108029		pc108029
CPC004_VCAP_24H-sb_216641_hydrochloride-10.0	sb 216641 hydrochloride			sb216641hydrochloride
CPC004_VCAP_24H-sb_218078-10.0	sb 218078	444732		pc444732
CPC004_VCAP_24H-selamectin-10.0	selamectin	9549289		pc9549289
CPC004_VCAP_24H-sertraline_hydrochloride-10.0	sertraline hydrochloride			sertralinehydrochloride
CPC004_VCAP_24H-sib_1893-10.0	sib 1893	3970		pc3970
CPC004_VCAP_24H-sildenafil_citrate-10.0	sildenafil citrate	441336		pc441336
CPC004_VCAP_24H-simvastatin-10.0	simvastatin	54454		pc54454
CPC004_VCAP_24H-sirolimus-10.0	sirolimus	5284616		pc5284616
CPC004_VCAP_24H-skf_96365_hydrochloride-10.0	skf 96365 hydrochloride			skf96365hydrochloride
CPC004_VCAP_24H-spiperone-10.0	spiperone	5265		pc5265
CPC004_VCAP_24H-tacrolimus-10.0	tacrolimus	445643		pc445643
CPC004_VCAP_24H-teniposide-10.0	teniposide	452548		pc452548
CPC004_VCAP_24H-terfenadine-10.0	terfenadine	5405		pc5405
CPC004_VCAP_24H-testosterone-10.0	testosterone	5701998		pc5701998
CPC004_VCAP_24H-thiotepa-10.0	thiotepa	4197		pc4197
CPC004_VCAP_24H-toremifene-10.0	toremifene	3005573		pc3005573
CPC004_VCAP_24H-trichostatin_a-10.0	trichostatin a	444732		pc444732
CPC004_VCAP_24H-triciribine-10.0	triciribine			triciribine
CPC004_VCAP_24H-triclosan-10.0	triclosan			triclosan
CPC004_VCAP_24H-triflupromazine_hydrochloride-10.0	triflupromazine hydrochloride	3408722		pc3408722
CPC004_VCAP_24H-trimipramine_maleate_salt-10.0	trimipramine maleate salt	156333		pc156333
CPC004_VCAP_24H-verteporfin-10.0	verteporfin	54911		pc54911
CPC004_VCAP_24H-vorinostat-10.0	vorinostat	5311		pc5311
CPC004_VCAP_24H-wortmannin-10.0	wortmannin	312145		pc312145
CPC004_VCAP_24H-xe_991_dihydrochloride-10.0	xe 991 dihydrochloride	1236		pc1236
CPC004_VCAP_6H-BRD-A68930007_(ouabain)-10.0	brd a68930007	6230	ouabain	pc6230
CPC004_VCAP_6H-BRD-A75409952_(wortmannin)-10.0	brd a75409952	1549477	wortmannin	pc1549477
CPC004_VCAP_6H-BRD-K36055864_(cycloheximide)-10.0	brd k36055864	16759158	cycloheximide	pc16759158
CPC004_VCAP_6H-BRD-K87343924_(wortmannin)-10.0	brd k87343924		wortmannin	brdk87343924
CPC004_VCAP_6H-ag_957-10.0	ag 957	1456		pc1456
CPC004_VCAP_6H-altrenogest-10.0	altrenogest	9824953		pc9824953
CPC004_VCAP_6H-amg_9810-10.0	amg 9810			amg9810
CPC004_VCAP_6H-ami-193-10.0	ami 193			ami193
CPC004_VCAP_6H-amiodarone_hydrochloride-10.0	amiodarone hydrochloride	9806489		pc9806489
CPC004_VCAP_6H-amlodipine_besylate-10.0	amlodipine besylate			amlodipinebesylate
CPC004_VCAP_6H-amodiaquin_dihydrochloride_dihydrate-10.0	amodiaquin dihydrochloride dihydrate	3339		pc3339
CPC004_VCAP_6H-amoxapine-10.0	amoxapine	2170		pc2170
CPC004_VCAP_6H-amperozide-10.0	amperozide	9953769		pc9953769
CPC004_VCAP_6H-amsacrine-10.0	amsacrine	2179		pc2179
CPC004_VCAP_6H-bepridil_hydrochloride-10.0	bepridil hydrochloride	91725		pc91725
CPC004_VCAP_6H-betamethasone-10.0	betamethasone	9782		pc9782
CPC004_VCAP_6H-bibx_1382_dihydrochloride-10.0	bibx 1382 dihydrochloride	2733501		pc2733501
CPC004_VCAP_6H-bisacodyl-10.0	bisacodyl	9801969		pc9801969
CPC004_VCAP_6H-bithionate_sodium-10.0	bithionate sodium	2812173		pc2812173
CPC004_VCAP_6H-brazilin-10.0	brazilin	4712		pc4712
CPC004_VCAP_6H-bromhexine_hydrochloride-10.0	bromhexine hydrochloride			bromhexinehydrochloride
CPC004_VCAP_6H-bromocriptine_mesylate-10.0	bromocriptine mesylate	6755		pc6755
CPC004_VCAP_6H-budesonide-10.0	budesonide	5281004		pc5281004
CPC004_VCAP_6H-carbamazepine-10.0	carbamazepine	2554		pc2554
CPC004_VCAP_6H-carbinoxamine_maleate-10.0	carbinoxamine maleate	163751		pc163751
CPC004_VCAP_6H-cgp_57380-10.0	cgp 57380	11644425		pc11644425
CPC004_VCAP_6H-ch_55-10.0	ch 55	5330535		pc5330535
CPC004_VCAP_6H-chlormadinone_acetate-10.0	chlormadinone acetate	3803		pc3803
CPC004_VCAP_6H-chlorpromazine-10.0	chlorpromazine	2726		pc2726
CPC004_VCAP_6H-chlorprothixene_hydrochloride-10.0	chlorprothixene hydrochloride	6419904		pc6419904
CPC004_VCAP_6H-colforsin-10.0	colforsin	5287620		pc5287620
CPC004_VCAP_6H-cycloheximide-10.0	cycloheximide	5284329		pc5284329
CPC004_VCAP_6H-cyclosporine-10.0	cyclosporine	5284373		pc5284373
CPC004_VCAP_6H-danazol-10.0	danazol	28417		pc28417
CPC004_VCAP_6H-dephostatin-10.0	dephostatin	73364		pc73364
CPC004_VCAP_6H-diclofenac_sodium-10.0	diclofenac sodium	3330		pc3330
CPC004_VCAP_6H-diethylstilbestrol-10.0	diethylstilbestrol	448537		pc448537
CPC004_VCAP_6H-digitoxin-10.0	digitoxin	441207		pc441207
CPC004_VCAP_6H-digoxin-10.0	digoxin	2724385		pc2724385
CPC004_VCAP_6H-dorsomorphin_dihydrochloride-10.0	dorsomorphin dihydrochloride	53388		pc53388
CPC004_VCAP_6H-duloxetine_hydrochloride-10.0	duloxetine hydrochloride	5281321		pc5281321
CPC004_VCAP_6H-epirubicin_hydrochloride-10.0	epirubicin hydrochloride	11317883		pc11317883
CPC004_VCAP_6H-epitestosterone-10.0	epitestosterone	5312122		pc5312122
CPC004_VCAP_6H-erythromycin_estolate-10.0	erythromycin estolate	71277		pc71277
CPC004_VCAP_6H-estradiol-10.0	estradiol	5757		pc5757
CPC004_VCAP_6H-estradiol_benzoate-10.0	estradiol benzoate	222757		pc222757
CPC004_VCAP_6H-estradiol_cypionate-10.0	estradiol cypionate	3476		pc3476
CPC004_VCAP_6H-exemestane-10.0	exemestane	60198		pc60198
CPC004_VCAP_6H-fenoterol_hydrobromide-10.0	fenoterol hydrobromide	481747		pc481747
CPC004_VCAP_6H-forskolin-10.0	forskolin	443945		pc443945
CPC004_VCAP_6H-fulvestrant-10.0	fulvestrant	104741		pc104741
CPC004_VCAP_6H-geldanamycin-10.0	geldanamycin	5288382		pc5288382
CPC004_VCAP_6H-icilin-10.0	icilin	6230		pc6230
CPC004_VCAP_6H-inca-6-10.0	inca 6	8616		pc8616
CPC004_VCAP_6H-indirubin-3?-monoxime-10.0	indirubin 3? monoxime	5326739		pc5326739
CPC004_VCAP_6H-l_755507-10.0	l 755507	16094766		pc16094766
CPC004_VCAP_6H-liothyronine-10.0	liothyronine	5920	l _isomer_sodium	pc5920
CPC004_VCAP_6H-lumicolchicine_gamma-10.0	lumicolchicine gamma	6231		pc6231
CPC004_VCAP_6H-menadione-10.0	menadione	4055		pc4055
CPC004_VCAP_6H-mitomycin_c-10.0	mitomycin c	6437		pc6437
CPC004_VCAP_6H-nicergoline-10.0	nicergoline	25181195		pc25181195
CPC004_VCAP_6H-niclosamide-10.0	niclosamide	4477		pc4477
CPC004_VCAP_6H-norgestimate-10.0	norgestimate	5311507		pc5311507
CPC004_VCAP_6H-norpramin-10.0	norpramin	444036		pc444036
CPC004_VCAP_6H-nsc_663284-10.0	nsc 663284	193949		pc193949
CPC004_VCAP_6H-ouabain-10.0	ouabain	668079		pc668079
CPC004_VCAP_6H-oxibendazole-10.0	oxibendazole	4673190		pc4673190
CPC004_VCAP_6H-paroxetine_hydrochloride-10.0	paroxetine hydrochloride	5281377		pc5281377
CPC004_VCAP_6H-penicillin_g_potassium-10.0	penicillin g potassium	200103		pc200103
CPC004_VCAP_6H-pifithrin-_?-10.0	pifithrin  ?	5833		pc5833
CPC004_VCAP_6H-pindolol-10.0	pindolol	4828		pc4828
CPC004_VCAP_6H-piplartine-10.0	piplartine	60943		pc60943
CPC004_VCAP_6H-pizotyline_malate-10.0	pizotyline malate	16219404		pc16219404
CPC004_VCAP_6H-promazine_hydrochloride-10.0	promazine hydrochloride	5081913		pc5081913
CPC004_VCAP_6H-proscillaridin_a-10.0	proscillaridin a	6185		pc6185
CPC004_VCAP_6H-protein_tyrosine_phosphatase_inhibitor_iv-10.0	protein tyrosine phosphatase inhibitor iv	2750		pc2750
CPC004_VCAP_6H-protriptyline_hydrochloride-10.0	protriptyline hydrochloride	6604931		pc6604931
CPC004_VCAP_6H-rhamnetin-10.0	rhamnetin	16760524		pc16760524
CPC004_VCAP_6H-robustic_acid-10.0	robustic acid	441358		pc441358
CPC004_VCAP_6H-rottlerin-10.0	rottlerin	132837		pc132837
CPC004_VCAP_6H-rs_39604_hydrochloride-10.0	rs 39604 hydrochloride			rs39604hydrochloride
CPC004_VCAP_6H-ru_24969-10.0	ru 24969	108029		pc108029
CPC004_VCAP_6H-sb_216641_hydrochloride-10.0	sb 216641 hydrochloride			sb216641hydrochloride
CPC004_VCAP_6H-sb_218078-10.0	sb 218078	444732		pc444732
CPC004_VCAP_6H-selamectin-10.0	selamectin	9549289		pc9549289
CPC004_VCAP_6H-sertraline_hydrochloride-10.0	sertraline hydrochloride			sertralinehydrochloride
CPC004_VCAP_6H-sib_1893-10.0	sib 1893	3970		pc3970
CPC004_VCAP_6H-sirolimus-10.0	sirolimus	5284616		pc5284616
CPC004_VCAP_6H-teniposide-10.0	teniposide	452548		pc452548
CPC004_VCAP_6H-terfenadine-10.0	terfenadine	5405		pc5405
CPC004_VCAP_6H-testosterone-10.0	testosterone	5701998		pc5701998
CPC004_VCAP_6H-thiotepa-10.0	thiotepa	4197		pc4197
CPC004_VCAP_6H-toremifene-10.0	toremifene	3005573		pc3005573
CPC004_VCAP_6H-trichostatin_a-10.0	trichostatin a	444732		pc444732
CPC004_VCAP_6H-triciribine-10.0	triciribine			triciribine
CPC004_VCAP_6H-triflupromazine_hydrochloride-10.0	triflupromazine hydrochloride	3408722		pc3408722
CPC004_VCAP_6H-trimipramine_maleate_salt-10.0	trimipramine maleate salt	156333		pc156333
CPC004_VCAP_6H-verteporfin-10.0	verteporfin	54911		pc54911
CPC004_VCAP_6H-vorinostat-10.0	vorinostat	5311		pc5311
CPC004_VCAP_6H-wortmannin-10.0	wortmannin	312145		pc312145
CPC005_A375_24H-BRD-K31342827-10.0	brd k31342827	4632		pc4632
CPC005_A375_24H-ag_527-10.0	ag 527	66259		pc66259
CPC005_A375_24H-ala-ala-phe-cmk-10.0	ala ala phe cmk	16759163		pc16759163
CPC005_A375_24H-am_281-10.0	am 281	7251185		pc7251185
CPC005_A375_24H-amyleine_hydrochloride-10.0	amyleine hydrochloride	9820766		pc9820766
CPC005_A375_24H-bibu_1361_dihydrochloride-10.0	bibu 1361 dihydrochloride	9956637		pc9956637
CPC005_A375_24H-bisindolylmaleimide_iv-10.0	bisindolylmaleimide iv	8691		pc8691
CPC005_A375_24H-bmy_45778-10.0	bmy 45778	5282139		pc5282139
CPC005_A375_24H-budesonide-10.0	budesonide	5281004		pc5281004
CPC005_A375_24H-bvt_948-10.0	bvt 948	667639		pc667639
CPC005_A375_24H-bw-b_70c-10.0	bw b 70c	5353454		pc5353454
CPC005_A375_24H-c2_ceramide-10.0	c2 ceramide			c2ceramide
CPC005_A375_24H-ca-074-me-10.0	ca 074 me	16362		pc16362
CPC005_A375_24H-calcipotriol-10.0	calcipotriol	9829523		pc9829523
CPC005_A375_24H-calyculin_a-10.0	calyculin a	1400		pc1400
CPC005_A375_24H-cercosporin-10.0	cercosporin	4878		pc4878
CPC005_A375_24H-cgs_15943-10.0	cgs 15943	5280343		pc5280343
CPC005_A375_24H-chelidonine_(+)-10.0	chelidonine (+)			chelidonine
CPC005_A375_24H-citalopram_hydrobromide-10.0	citalopram hydrobromide	6419992		pc6419992
CPC005_A375_24H-clioquinol-10.0	clioquinol	160355		pc160355
CPC005_A375_24H-cmpd-1-10.0	cmpd 1	67858205		pc67858205
CPC005_A375_24H-cortisone-10.0	cortisone	5353940		pc5353940
CPC005_A375_24H-cv_1808-10.0	cv 1808	4521392		pc4521392
CPC005_A375_24H-cyclopiazonic_acid-10.0	cyclopiazonic acid	156333		pc156333
CPC005_A375_24H-daphnetin-10.0	daphnetin	72124		pc72124
CPC005_A375_24H-digitoxigenin-10.0	digitoxigenin	145659		pc145659
CPC005_A375_24H-dihomo-gamma-linolenic_acid-10.0	dihomo gamma linolenic acid	6736		pc6736
CPC005_A375_24H-dihydroergocristine-10.0	dihydroergocristine	107715		pc107715
CPC005_A375_24H-dihydroergocristine_mesylate-10.0	dihydroergocristine mesylate	2733504		pc2733504
CPC005_A375_24H-dilazep_dihydrochloride-10.0	dilazep dihydrochloride	753704		pc753704
CPC005_A375_24H-dipropyldopamine-10.0	dipropyldopamine	5270		pc5270
CPC005_A375_24H-dubinidine-10.0	dubinidine	6450842		pc6450842
CPC005_A375_24H-e6_berbamine-10.0	e6 berbamine	447912		pc447912
CPC005_A375_24H-eburnamonine_(-)-10.0	eburnamonine ( )	441383		pc441383
CPC005_A375_24H-ethopropazine_hydrochloride-10.0	ethopropazine hydrochloride	5995		pc5995
CPC005_A375_24H-eugenol-10.0	eugenol			eugenol
CPC005_A375_24H-fgin-1-27-10.0	fgin 1 27	24871267		pc24871267
CPC005_A375_24H-fludrocortisone_acetate-10.0	fludrocortisone acetate	5282230		pc5282230
CPC005_A375_24H-fluocinolone_acetonide-10.0	fluocinolone acetonide	6215		pc6215
CPC005_A375_24H-fluorometholone-10.0	fluorometholone	3006531		pc3006531
CPC005_A375_24H-fluphenazine_dihydrochloride-10.0	fluphenazine dihydrochloride	11957713		pc11957713
CPC005_A375_24H-geldanamycin-10.0	geldanamycin	5288382		pc5288382
CPC005_A375_24H-gelsemine-10.0	gelsemine	249332		pc249332
CPC005_A375_24H-gr_103691-10.0	gr 103691	5311		pc5311
CPC005_A375_24H-gsk-3_inhibitor_ii-10.0	gsk 3 inhibitor ii			gsk3inhibitorii
CPC005_A375_24H-gw_5074-10.0	gw 5074	2775510		pc2775510
CPC005_A375_24H-heliotrine-10.0	heliotrine	312145		pc312145
CPC005_A375_24H-helveticoside-10.0	helveticoside			helveticoside
CPC005_A375_24H-hexylresorcinol-10.0	hexylresorcinol			hexylresorcinol
CPC005_A375_24H-homatropine_bromide-10.0	homatropine bromide			homatropinebromide
CPC005_A375_24H-htmt_dimaleate-10.0	htmt dimaleate			htmtdimaleate
CPC005_A375_24H-hydrocortisone_acetate-10.0	hydrocortisone acetate	5326843		pc5326843
CPC005_A375_24H-hydroxytacrine_maleate_(r,s)-10.0	hydroxytacrine maleate (r,s)	6604931		pc6604931
CPC005_A375_24H-indirubin-3-oxime-10.0	indirubin 3 oxime	253602		pc253602
CPC005_A375_24H-karakoline-10.0	karakoline	6449767		pc6449767
CPC005_A375_24H-ki_8751-10.0	ki 8751	16759160		pc16759160
CPC005_A375_24H-l-168,049-10.0	l 168,049			l168049
CPC005_A375_24H-l-741,742_hydrochloride-10.0	l 741,742 hydrochloride			l741742hydrochloride
CPC005_A375_24H-lasalocid_sodium-10.0	lasalocid sodium	2438		pc2438
CPC005_A375_24H-leucine_enkephalin-10.0	leucine enkephalin	31100		pc31100
CPC005_A375_24H-linopirdine_dihydrochloride-10.0	linopirdine dihydrochloride	24360		pc24360
CPC005_A375_24H-liothyronine_(l-_isomer)_sodium-10.0	liothyronine	5920	l _isomer_sodium	pc5920
CPC005_A375_24H-ly-294002-10.0	ly 294002	3973		pc3973
CPC005_A375_24H-manumycin_a-10.0	manumycin a	2750		pc2750
CPC005_A375_24H-maprotiline_hydrochloride-10.0	maprotiline hydrochloride	3360287		pc3360287
CPC005_A375_24H-mbcq-10.0	mbcq	11969542		pc11969542
CPC005_A375_24H-metergoline-10.0	metergoline	28693		pc28693
CPC005_A375_24H-methoxsalen-10.0	methoxsalen	4114		pc4114
CPC005_A375_24H-metixene_hydrochloride-10.0	metixene hydrochloride	441853		pc441853
CPC005_A375_24H-mitoxantrone_dihydrochloride-10.0	mitoxantrone dihydrochloride	28417		pc28417
CPC005_A375_24H-ml_9_hydrochloride-10.0	ml 9 hydrochloride	6166		pc6166
CPC005_A375_24H-n-ethylmaleimide-10.0	n ethylmaleimide	15478		pc15478
CPC005_A375_24H-n-formylmethionylalanine-10.0	n formylmethionylalanine	3218		pc3218
CPC005_A375_24H-nicardipine_hydrochloride-10.0	nicardipine hydrochloride	9801969		pc9801969
CPC005_A375_24H-nicotine_ditartrate-10.0	nicotine ditartrate	3330		pc3330
CPC005_A375_24H-niridazole-10.0	niridazole	3339		pc3339
CPC005_A375_24H-pac_1-10.0	pac 1	3371		pc3371
CPC005_A375_24H-pd_158780-10.0	pd 158780	5288382		pc5288382
CPC005_A375_24H-penicillic_acid-10.0	penicillic acid	3476		pc3476
CPC005_A375_24H-pentobarbital-10.0	pentobarbital	4737		pc4737
CPC005_A375_24H-pepstatin_a-10.0	pepstatin a			pepstatina
CPC005_A375_24H-periplocymarin-10.0	periplocymarin	3546		pc3546
CPC005_A375_24H-phccc-10.0	phccc	5701996		pc5701996
CPC005_A375_24H-phenamil-10.0	phenamil	3803		pc3803
CPC005_A375_24H-prozac-10.0	prozac	3820		pc3820
CPC005_A375_24H-purvalanol_a-10.0	purvalanol a	456214		pc456214
CPC005_A375_24H-quinacrine_dihydrochloride_dihydrate-10.0	quinacrine dihydrochloride dihydrate	54697674		pc54697674
CPC005_A375_24H-reserpine-10.0	reserpine	5770		pc5770
CPC005_A375_24H-rhodomyrtoxin-10.0	rhodomyrtoxin	121918		pc121918
CPC005_A375_24H-rhodomyrtoxin_b-10.0	rhodomyrtoxin b			rhodomyrtoxinb
CPC005_A375_24H-ritodrine_hydrochloride-10.0	ritodrine hydrochloride	2812173		pc2812173
CPC005_A375_24H-rlm-1-127-10.0	rlm 1 127	133633		pc133633
CPC005_A375_24H-ro_90-7501-10.0	ro 90 7501	3971		pc3971
CPC005_A375_24H-salubrinal-10.0	salubrinal	4030		pc4030
CPC005_A375_24H-sb_258585_hydrochloride-10.0	sb 258585 hydrochloride	247839		pc247839
CPC005_A375_24H-sdm25n_hydrochloride-10.0	sdm25n hydrochloride	4044		pc4044
CPC005_A375_24H-simvastatin-10.0	simvastatin	54454		pc54454
CPC005_A375_24H-tamoxifen,_4-hydroxy-,_(z)--10.0	tamoxifen, 4 hydroxy , (z) 	11957594		pc11957594
CPC005_A375_24H-tcs_359-10.0	tcs 359	462382		pc462382
CPC005_A375_24H-tetrindole_mesylate-10.0	tetrindole mesylate	1348		pc1348
CPC005_A375_24H-thapsigargin-10.0	thapsigargin			thapsigargin
CPC005_A375_24H-thioridazine_hydrochloride-10.0	thioridazine hydrochloride	66062		pc66062
CPC005_A375_24H-tocainide_hydrochloride-10.0	tocainide hydrochloride	108173		pc108173
CPC005_A375_24H-trequinsin_hydrochloride-10.0	trequinsin hydrochloride	9933439		pc9933439
CPC005_A375_24H-triamcinolone-10.0	triamcinolone	31307		pc31307
CPC005_A375_24H-triamcinolone_acetonide-10.0	triamcinolone acetonide	5351362		pc5351362
CPC005_A375_24H-triamcinolone_diacetate-10.0	triamcinolone diacetate	5702098		pc5702098
CPC005_A375_24H-trichostatin_a-10.0	trichostatin a	444732		pc444732
CPC005_A375_24H-trifluoperazine_dihydrochloride-10.0	trifluoperazine dihydrochloride	9568		pc9568
CPC005_A375_24H-trimeprazine_tartrate-10.0	trimeprazine tartrate	4632		pc4632
CPC005_A375_24H-v-ama37-10.0	v ama37	16759163		pc16759163
CPC005_A375_24H-vegf_receptor_3_kinase_inhibitor,_maz51-10.0	vegf receptor 3 kinase inhibitor, maz51	7251185		pc7251185
