DrugName	DrugID_ChEMBL	DrugID_DrugBank	DrugID_SMILES	DrugID_PC
glycopyrrolate	chembl1201335	db00986	c[n+]1(ccc(c1)oc(=o)c(c2cccc2)(c3=cc=cc=c3)o)c	11693
glycyrrhizin	chembl441687	NA	c[c@]12cc[c@](c[c@h]1c3=cc(=o)[c@@h]4[c@]5(cc[c@@h](c([c@@h]5cc[c@]4([c@@]3(cc2)c)c)(c)c)o[c@@h]6[c@@h]([c@h]([c@@h]([c@h](o6)c(=o)o)o)o)o[c@h]7[c@@h]([c@h]([c@@h]([c@h](o7)c(=o)o)o)o)o)c)(c)c(=o)o	14982
gonadotropin- chorionic	chembl1201509	db09126	NA	NA
gossypol	chembl51483	db13044	cc1=c(c(=c2c(=c1)c(=c(c(=c2c=o)o)o)c(c)c)o)c3=c(c=c4c(=c3o)c(=c(c(=c4c(c)c)o)o)c=o)c	3503
gr-127935	chembl15928	NA	cc1=c(c=cc(=c1)c2=noc(=n2)c)c3=cc=c(c=c3)c(=o)nc4=cc(=c(c=c4)oc)n5ccn(cc5)c	107780
granisetron	chembl289469	db00889	cn1c2cccc1cc(c2)nc(=o)c3=nn(c4=cc=cc=c43)c	3510
gsk-1059615	chembl3544966	db11962	c1=cc2=nc=cc(=c2c=c1/c=c\3/c(=o)nc(=o)s3)c4=cc=nc=c4	23582824
gsk-2636771	chembl3188551	db11795	cc1=c(c=cc=c1c(f)(f)f)cn2c(=nc3=c2c=c(c=c3c(=o)o)n4ccocc4)c	56949517
gsk-690693	chembl494089	db12745	ccn1c2=c(c(=nc=c2oc[c@h]3cccnc3)c#cc(c)(c)o)n=c1c4=non=c4n	16725726
guanidine hydrochloride	chembl1200728	db00536	c(=n)(n)n.cl	5742
gw468816	chembl1207366	db05417	c\1cn(c(=o)/c1=c/2\cc(nc3=c2c=cc(=c3)cl)c(=o)o)c4=cc=cc=c4	10303232
halofuginone	chembl1197091	db04866	c1cc(c(nc1)cc(=o)cn2c=nc3=cc(=c(c=c3c2=o)cl)br)o	62894
heparin	chembl1201513	db01109	NA	772
herbimycin	chembl479533	NA	c[c@h]1c[c@@h]([c@@h]([c@h](/c=c(/[c@@h]([c@h](/c=c/c=c(/c(=o)nc2=cc(=o)c=c([c@@h]1oc)c2=o)\c)oc)oc(=o)n)\c)c)oc)oc	6436247
hexamethylenebisacetamide	chembl291481	NA	cc(=o)nccccccnc(=o)c	3616
hexylcaine hydrochloride	chembl1200715	db00473	cc(cnc1ccccc1)oc(=o)c2=cc=cc=c2.cl	102426
himbacine	chembl277642	NA	c[c@h]1ccc[c@@h](n1c)/c=c/[c@@h]2[c@h]3cccc[c@@h]3c[c@h]4[c@@h]2[c@@h](oc4=o)c	6436265
hydrochloric acid	chembl1231821	NA	cl	313
hydrocortisone	chembl389621	db00741	c[c@]12ccc(=o)c=c1cc[c@@h]3[c@@h]2[c@h](c[c@]4([c@h]3cc[c@@]4(c(=o)co)o)c)o	5754
hydrogen peroxide	chembl71595	db11091	oo	784
hydroquinone	chembl537	db09526	c1=cc(=cc=c1o)o	785
hydroxyamphetamine hydrobromide	chembl1200705	db09352	cc(cc1=cc=c(c=c1)o)n.br	9377
hydroxychloroquine	chembl1535	db01611	ccn(cccc(c)nc1=c2c=cc(=cc2=nc=c1)cl)cco	3652
hydroxyurea	chembl467	db01005	c(=o)(n)no	3657
ibrutinib	chembl1873475	db09053	c=cc(=o)n1ccc[c@h](c1)n2c3=c(c(=n2)c4=cc=c(c=c4)oc5=cc=cc=c5)c(=nc=n3)n	24821094
idelalisib	chembl2216870	db09054	cc[c@@h](c1=nc2=c(c(=cc=c2)f)c(=o)n1c3=cc=cc=c3)nc4=nc=nc5=c4nc=n5	11625818
idronoxil	chembl1957038	db04915	c1c(=cc2=c(o1)c=c(c=c2)o)c3=cc=c(c=c3)o	219100
ifosfamide	chembl1024	db01181	c1cn(p(=o)(oc1)ncccl)cccl	3690
ilomastat	chembl19611	db02255	cc(c)c[c@h](cc(=o)no)c(=o)n[c@@h](cc1=cnc2=cc=cc=c21)c(=o)nc	132519
ilorasertib	chembl1980297	db11694	c1=cc(=cc(=c1)f)nc(=o)nc2=cc=c(c=c2)c3=csc4=c3c(=nc=c4c5=cn(n=c5)cco)n	46207586
imagabalin	chembl2103836	db12105	ccc[c@@h](c)c[c@@h](cc(=o)o)n	10236037
imatinib mesylate	chembl1642	db00619	cc1=c(c=c(c=c1)nc(=o)c2=cc=c(c=c2)cn3ccn(cc3)c)nc4=nc=cc(=n4)c5=cn=cc=c5.cs(=o)(=o)o	123596
indantadol	chembl3707400	db12664	NA	10192617
indecainide hydrochloride	chembl1200341	db00192	cc(c)ncccc1(c2=cc=cc=c2c3=cc=cc=c31)c(=o)n.cl	52194
indibulin	chembl49642	NA	c1=cc=c2c(=c1)c(=cn2cc3=cc=c(c=c3)cl)c(=o)c(=o)nc4=cc=nc=c4	2929
indole-3-carbinol	chembl155625	db12881	c1=cc=c2c(=c1)c(=cn2)co	3712
infigratinib	chembl1852688	db11886	ccn1ccn(cc1)c2=cc=c(c=c2)nc3=cc(=nc=n3)n(c)c(=o)nc4=c(c(=cc(=c4cl)oc)oc)cl	53235510
infliximab	chembl1201581	db00065	NA	NA
ingenol mebutate	chembl1863513	db05013	c/c=c(/c)\c(=o)o[c@h]1c(=c[c@@]23[c@@]1([c@@h](c(=c[c@h](c2=o)[c@h]4[c@h](c4(c)c)c[c@h]3c)co)o)o)c	6918670
ink-128	chembl3545056	NA	NA	45375953
inositol	chembl1222251	db03106	c1(c(c(c(c(c1o)o)o)o)o)o	892
interferon alfa-2a	chembl2108508	db00034	NA	NA
interferon alfa-2b	chembl1201558	db00105	NA	71306834
interferon beta	chembl2108510	NA	NA	NA
interferon beta-1a	chembl1201562	db00060	NA	NA
interferon gamma-1b	chembl1201564	db00033	NA	NA
intetumumab	chembl1743032	db12701	NA	NA
ionomycin	chembl501617	NA	c[c@h](ccc(=o)o)c[c@h](c)c[c@h](c)c(=o)/c=c(/[c@h](c)c[c@h](c)c/c=c/[c@@h](c)[c@h]([c@@h](c)[c@h](c[c@@h]1cc[c@@](o1)(c)[c@h]2cc[c@@](o2)(c)[c@@h](c)o)o)o)\o	6912226
ipatasertib	chembl2177390	db11743	c[c@@h]1c[c@h](c2=c1c(=nc=n2)n3ccn(cc3)c(=o)[c@h](cnc(c)c)c4=cc=c(c=c4)cl)o	24788740
ipilimumab	chembl1789844	db06186	NA	NA
ipratropium	chembl1464005	db00332	cc(c)[n+]1([c@@h]2cc[c@h]1cc(c2)oc(=o)c(co)c3=cc=cc=c3)c	657308
irampanel	chembl29741	NA	cn(c)ccoc1=cc=cc=c1c2=nc(=no2)c3=cc=cc=c3	3038472
irbesartan	chembl1513	db01029	ccccc1=nc2(cccc2)c(=o)n1cc3=cc=c(c=c3)c4=cc=cc=c4c5=nnn=n5	3749
irinotecan	chembl481	db00762	ccc1=c2c=c(c=cc2=nc3=c1cn4c3=cc5=c(c4=o)coc(=o)[c@@]5(cc)o)oc(=o)n6ccc(cc6)n7ccccc7	60838
isoflavone	chembl366460	db12007	c1=cc=c(c=c1)c2=coc3=cc=cc=c3c2=o	72304
isoguvacine	chembl39071	NA	c1cncc=c1c(=o)o	3765
isonipecotic acid	chembl279998	NA	c1cnccc1c(=o)o	3773
isosorbide dinitrate	chembl6622	db00883	c1[c@h]([c@@h]2[c@h](o1)[c@h](co2)o[n+](=o)[o-])o[n+](=o)[o-]	6883
isosorbide mononitrate	chembl1311	db01020	c1[c@@h]([c@@h]2[c@h](o1)[c@@h](co2)o[n+](=o)[o-])o	27661
isotretinoin	chembl547	db00982	cc1=c(c(ccc1)(c)c)/c=c/c(=c/c=c/c(=c\c(=o)o)/c)/c	5282379
iti-007	chembl3545044	NA	cc1=cc=c(c=c1)s(=o)(=o)[o-].cn1ccn2c3cc[nh+](cc3c4=c2c1=cc=c4)cccc(=o)c5=cc=c(c=c5)f	118753632
itraconazole	chembl22587	db01167	ccc(c)n1c(=o)n(c=n1)c2=cc=c(c=c2)n3ccn(cc3)c4=cc=c(c=c4)oc[c@h]5co[c@](o5)(cn6c=nc=n6)c7=c(c=c(c=c7)cl)cl	55283
ixazomib citrate	chembl3545432	db09570	b1(oc(=o)c(o1)(cc(=o)o)cc(=o)o)[c@h](cc(c)c)nc(=o)cnc(=o)c2=c(c=cc(=c2)cl)cl	56844015
jnj-26483327	chembl3545133	NA	NA	11952856
jnj-42756493	chembl3545376	db12147	cc(c)nccn(c1=cc2=nc(=cn=c2c=c1)c3=cn(n=c3)c)c4=cc(=cc(=c4)oc)oc	67462786
k-252a	chembl281948	db02152	c[c@@]12[c@](c[c@@h](o1)n3c4=cc=cc=c4c5=c6c(=c7c8=cc=cc=c8n2c7=c53)cnc6=o)(c(=o)oc)o	3035817
ketamine hydrochloride	chembl1714	db01221	cnc1(ccccc1=o)c2=cc=cc=c2cl.cl	15851
ketanserin	chembl51	db12465	c1cn(ccc1c(=o)c2=cc=c(c=c2)f)ccn3c(=o)c4=cc=cc=c4nc3=o	3822
ketoconazole	chembl75	db01026	cc(=o)n1ccn(cc1)c2=cc=c(c=c2)oc[c@@h]3co[c@@](o3)(cn4c=cn=c4)c5=c(c=c(c=c5)cl)cl	456201
ketoprofen	chembl571	db01009	cc(c1=cc=cc(=c1)c(=o)c2=cc=cc=c2)c(=o)o	3825
l-eflornithine	chembl222838	db03856	c(c[c@@](c(f)f)(c(=o)o)n)cn	6992039
labetalol hydrochloride	chembl1200323	db00598	cc(ccc1=cc=cc=c1)ncc(c2=cc(=c(c=c2)o)c(=o)n)o.cl	71412
lacosamide	chembl58323	db06218	cc(=o)n[c@h](coc)c(=o)ncc1=cc=cc=c1	219078
lactose- anhydrous	chembl417016	db04465	c([c@@h]1[c@@h]([c@@h]([c@h]([c@@h](o1)o[c@@h]2[c@h](o[c@h]([c@@h]([c@h]2o)o)o)co)o)o)o)o	6134
lamivudine	chembl141	db00709	c1[c@h](o[c@h](s1)co)n2c=cc(=nc2=o)n	3877
lanicemine	chembl2107647	db11889	c1=cc=c(c=c1)c(cc2=cc=cc=n2)n	3038485
lanreotide	chembl1201185	db06791	c[c@h]([c@@h](c(=o)n)nc(=o)[c@@h]1cssc[c@@h](c(=o)n[c@h](c(=o)n[c@@h](c(=o)n[c@h](c(=o)n[c@h](c(=o)n1)c(c)c)ccccn)cc2=cnc3=cc=cc=c32)cc4=cc=c(c=c4)o)nc(=o)[c@@h](cc5=cc6=cc=cc=c6c=c5)n)o	6918011
lansoprazole	chembl480	db00448	cc1=c(c=cn=c1cs(=o)c2=nc3=cc=cc=c3n2)occ(f)(f)f	3883
lapatinib	chembl554	db01259	cs(=o)(=o)ccncc1=cc=c(o1)c2=cc3=c(c=c2)n=cn=c3nc4=cc(=c(c=c4)occ5=cc(=cc=c5)f)cl	208908
latrepirdine	chembl589390	db11725	cc1=cc2=c(c=c1)n(c3=c2cn(cc3)c)ccc4=cn=c(c=c4)c	197033
lenalidomide	chembl848	db00480	c1cc(=o)nc(=o)c1n2cc3=c(c2=o)c=cc=c3n	216326
lestaurtinib	chembl175105	NA	c[c@@]12[c@](c[c@@h](o1)n3c4=cc=cc=c4c5=c6c(=c7c8=cc=cc=c8n2c7=c53)cnc6=o)(co)o	9932888
letrozole	chembl1444	db01006	c1=cc(=cc=c1c#n)c(c2=cc=c(c=c2)c#n)n3c=nc=n3	3902
leucovorin	chembl1679	db00650	c1c(n(c2=c(n1)nc(=nc2=o)n)c=o)cnc3=cc=c(c=c3)c(=o)n[c@@h](ccc(=o)o)c(=o)o	6006
levetiracetam	chembl1286	db01202	cc[c@@h](c(=o)n)n1cccc1=o	5284583
levothyroxine	chembl1624	db00451	c1=c(c=c(c(=c1i)oc2=cc(=c(c(=c2)i)o)i)i)c[c@@h](c(=o)o)n	5819
lexibulin	chembl552212	db05147	ccc[c@@h](c1=cn=cc=c1)nc2=nc(=nc=c2c)c3=cc(=c(c=c3)nc(=o)ncc)oc	11351021
lidocaine hydrochloride hydrate	chembl1200409	NA	ccn(cc)cc(=o)nc1=c(c=cc=c1c)c.o.cl	16219577
linifanib	chembl223360	db06080	cc1=cc(=c(c=c1)f)nc(=o)nc2=cc=c(c=c2)c3=c4c(=cc=c3)nn=c4n	11485656
linoleic acid	chembl267476	NA	ccccc/c=c\c/c=c\cccccccc(=o)o	5280450
linsitinib	chembl1091644	NA	cc1(cc(c1)c2=nc(=c3n2c=cn=c3n)c4=cc5=c(c=c4)c=cc(=n5)c6=cc=cc=c6)o	11640390
liothyronine sodium	chembl1201119	db00279	c1=cc(=c(c=c1oc2=c(c=c(c=c2i)c[c@@h](c(=o)[o-])n)i)i)o.[na+]	23666110
lithium	chembl1234004	db01356	[li]	28486
lonafarnib	chembl298734	NA	c1cn(ccc1cc(=o)n2ccc(cc2)[c@@h]3c4=c(c=c(c=c4ccc5=cc(=cn=c35)br)cl)br)c(=o)n	148195
loratadine	chembl998	db00455	ccoc(=o)n1ccc(=c2c3=c(ccc4=c2n=cc=c4)c=c(c=c3)cl)cc1	3957
lorediplon	chembl3707317	NA	NA	12004146
lorlatinib	chembl3286830	db12130	c[c@@h]1c2=c(c=cc(=c2)f)c(=o)n(cc3=nn(c(=c3c4=cc(=c(n=c4)n)o1)c#n)c)c	71731823
lovastatin	chembl503	db00227	cc[c@h](c)c(=o)o[c@h]1c[c@h](c=c2[c@h]1[c@h]([c@h](c=c2)c)cc[c@@h]3c[c@h](cc(=o)o3)o)c	53232
loxapine hydrochloride	chembl1201060	db00408	cn1ccn(cc1)c2=nc3=cc=cc=c3oc4=c2c=c(c=c4)cl.cl	71400
lucitanib	chembl2220486	db11845	cnc(=o)c1=cc=cc2=c1c=cc(=c2)oc3=c4c=c(c(=cc4=nc=c3)occ5(cc5)n)oc	25031915
ly-2780301	chembl3545134	NA	NA	NA
ly-2874455	chembl3545264	db13022	cc(c1=c(c=nc=c1cl)cl)oc2=cc3=c(c=c2)nn=c3/c=c/c4=cn(n=c4)cco	66646528
ly-294002	chembl98350	db02656	c1coccn1c2=cc(=o)c3=c(o2)c(=cc=c3)c4=cc=cc=c4	3973
ly-3009120	chembl3545195	NA	NA	71721540
ly-3023414	chembl3544999	db12167	NA	57519748
lycopene	chembl501174	db11231	cc(=ccc/c(=c/c=c/c(=c/c=c/c(=c/c=c/c=c(/c=c/c=c(/c=c/c=c(/ccc=c(c)c)\c)\c)\c)/c)/c)/c)c	446925
lysergide	chembl263881	db04829	ccn(cc)c(=o)[c@h]1cn([c@@h]2cc3=cnc4=cc=cc(=c34)c2=c1)c	5761
magnesium	chembl2146125	db01378	[mg]	5462224
mannitol	chembl689	db00742	c([c@h]([c@h]([c@@h]([c@@h](co)o)o)o)o)o	6251
marizomib	chembl371405	db11762	c[c@]12[c@h](c(=o)n[c@]1(c(=o)o2)[c@h]([c@h]3cccc=c3)o)cccl	11347535
masitinib	chembl1908391	NA	cc1=c(c=c(c=c1)nc(=o)c2=cc=c(c=c2)cn3ccn(cc3)c)nc4=nc(=cs4)c5=cn=cc=c5	10074640
me-344	chembl3545320	db13062	NA	68026984
medronic acid	chembl180570	NA	c(p(=o)(o)o)p(=o)(o)o	16124
medroxyprogesterone acetate	chembl717	db00603	c[c@h]1c[c@@h]2[c@h](cc[c@]3([c@h]2cc[c@@]3(c(=o)c)oc(=o)c)c)[c@@]4(c1=cc(=o)cc4)c	6279
megestrol acetate	chembl1201139	db00351	cc1=c[c@@h]2[c@h](cc[c@]3([c@h]2cc[c@@]3(c(=o)c)oc(=o)c)c)[c@@]4(c1=cc(=o)cc4)c	11683
melevodopa	chembl1328898	NA	coc(=o)[c@h](cc1=cc(=c(c=c1)o)o)n	23497
melphalan	chembl852	db01042	c1=cc(=cc=c1c[c@@h](c(=o)o)n)n(cccl)cccl	460612
memantine hydrochloride	chembl1699	db01043	cc12cc3cc(c1)(cc(c3)(c2)n)c.cl	181458
mepivacaine hydrochloride	chembl1200440	db00961	cc1=c(c(=cc=c1)c)nc(=o)c2ccccn2c.cl	66070
mercaptopurine	chembl1425	db01033	c1=nc2=c(n1)c(=s)n=cn2	667490
merethoxylline procaine	chembl1200443	NA	NA	45195
mesoridazine	chembl1088	db00933	cn1ccccc1ccn2c3=cc=cc=c3sc4=c2c=c(c=c4)s(=o)c	4078
mesulergine	chembl12314	NA	cn1c[c@h](c[c@h]2[c@h]1cc3=cn(c4=cc=cc2=c34)c)ns(=o)(=o)n(c)c	68848
metaraminol	chembl1201319	db00610	c[c@@h]([c@@h](c1=cc(=cc=c1)o)o)n	5906
metergoline	chembl19215	db13520	cn1c[c@@h](c[c@h]2[c@h]1cc3=cn(c4=cc=cc2=c34)c)cnc(=o)occ5=cc=cc=c5	28693
metformin hydrochloride	chembl1703	db00331	cn(c)c(=n)n=c(n)n.cl	14219
methazolamide	chembl19	db00703	cc(=o)n=c1n(n=c(s1)s(=o)(=o)n)c	4100
methimazole	chembl1515	db00763	cn1c=cnc1=s	1349907
methoctramine	chembl27673	NA	coc1=cc=cc=c1cnccccccnccccccccnccccccncc2=cc=cc=c2oc	4108
methohexital sodium	chembl30219	db00474	ccc#cc(c)c1(c(=o)[n-]c(=o)n(c1=o)c)cc=c.[na+]	24834059
methotrexate	chembl34259	db00563	cn(cc1=cn=c2c(=n1)c(=nc(=n2)n)n)c3=cc=c(c=c3)c(=o)n[c@@h](ccc(=o)o)c(=o)o	126941
methyl nonyl ketone	chembl1236582	db08688	cccccccccc(=o)c	8163
methylene blue	chembl191083	db08167	cn(c)c1=cc2=c(c=c1)n=c3c=cc(=[n+](c)c)c=c3s2	4139
methylergonovine	chembl1201356	db00353	cc[c@@h](co)nc(=o)[c@h]1cn([c@@h]2cc3=cnc4=cc=cc(=c34)c2=c1)c	8226
methylphenidate	chembl796	db00422	coc(=o)c(c1ccccn1)c2=cc=cc=c2	4158
methylprednisolone	chembl650	db00959	c[c@h]1c[c@h]2[c@@h]3cc[c@@]([c@]3(c[c@@h]([c@@h]2[c@@]4(c1=cc(=o)c=c4)c)o)c)(c(=o)co)o	6741
metitepine	chembl93240	NA	cn1ccn(cc1)c2cc3=cc=cc=c3sc4=c2c=c(c=c4)sc	4106
metocurine iodide	chembl1739	db00416	c[n+]1(ccc2=cc(=c3c=c2[c@@h]1cc4=cc=c(c=c4)oc5=c6[c@@h](cc7=cc(=c(c=c7)oc)o3)[n+](ccc6=cc(=c5oc)oc)(c)c)oc)c.[i-].[i-]	24244
mexiletine hydrochloride	chembl1200606	db00379	cc1=c(c(=cc=c1)c)occ(c)n.cl	21467
mgcd-265	chembl254760	NA	cn1c=c(n=c1)c2=cc3=nc=cc(=c3s2)oc4=c(c=c(c=c4)nc(=s)nc(=o)cc5=cc=cc=c5)f	24901704
midazolam hydrochloride	chembl1200420	db00683	cc1=nc=c2n1c3=c(c=c(c=c3)cl)c(=nc2)c4=cc=cc=c4f.cl	43032
mifepristone	chembl1276308	db00834	cc#c[c@@]1(cc[c@@h]2[c@@]1(c[c@@h](c3=c4ccc(=o)c=c4cc[c@@h]23)c5=cc=c(c=c5)n(c)c)c)o	55245
milciclib	chembl564829	NA	cc1(cc2=cn=c(n=c2c3=c1c(=nn3c)c(=o)nc)nc4=cc=c(c=c4)n5ccn(cc5)c)c	16718576
milrinone	chembl189	db00235	cc1=c(c=c(c(=o)n1)c#n)c2=cc=nc=c2	4197
miltefosine	chembl125	db09031	ccccccccccccccccop(=o)([o-])occ[n+](c)(c)c	3599
minoxidil	chembl802	db00350	c1ccn(cc1)c2=nc(=n)n(c(=c2)n)o	4201
mitomycin	chembl105	db00305	cc1=c(c(=o)c2=c(c1=o)n3c[c@h]4[c@@h]([c@@]3([c@@h]2coc(=o)n)oc)n4)n	5746
mitoxantrone	chembl58	db01204	c1=cc(=c2c(=c1nccncco)c(=o)c3=c(c=cc(=c3c2=o)o)o)nccncco	4212
mivacurium chloride	chembl984	db01226	c[n+]1(ccc2=cc(=c(c=c2[c@h]1cc3=cc(=c(c(=c3)oc)oc)oc)oc)oc)cccoc(=o)cc/c=c/ccc(=o)occc[n+]4(ccc5=cc(=c(c=c5[c@h]4cc6=cc(=c(c(=c6)oc)oc)oc)oc)oc)c.[cl-].[cl-]	5281080
mk-2206	chembl1079175	NA	c1cc(c1)(c2=cc=c(c=c2)c3=c(c=c4c(=n3)c=cn5c4=nnc5=o)c6=cc=cc=c6)n	24964624
mk-2461	chembl1822792	NA	cn1c=c(c=n1)c2=cn=c3c=cc4=c(c=c(c=c4)ns(=o)(=o)n(c)c[c@@h]5cocco5)c(=o)c3=c2	44137946
mocetinostat	chembl272980	db11830	c1=cc=c(c(=c1)n)nc(=o)c2=cc=c(c=c2)cnc3=nc=cc(=n3)c4=cn=cc=c4	9865515
modafinil	chembl1373	db00745	c1=cc=c(c=c1)c(c2=cc=cc=c2)s(=o)cc(=o)n	4236
mofarotene	chembl146506	NA	c/c(=c\c1=cc=c(c=c1)occn2ccocc2)/c3=cc4=c(c=c3)c(ccc4(c)c)(c)c	5467732
momelotinib	chembl1078178	db11763	c1coccn1c2=cc=c(c=c2)nc3=nc=cc(=n3)c4=cc=c(c=c4)c(=o)ncc#n	25062766
moricizine hydrochloride	chembl1200334	db00680	ccoc(=o)nc1=cc2=c(c=c1)sc3=cc=cc=c3n2c(=o)ccn4ccocc4.cl	34632
morphine	chembl70	db00295	cn1cc[c@]23[c@@h]4[c@h]1cc5=c2c(=c(c=c5)o)o[c@h]3[c@h](c=c4)o	5288826
motesanib	chembl572881	NA	cc1(cnc2=c1c=cc(=c2)nc(=o)c3=c(n=cc=c3)ncc4=cc=nc=c4)c	11667893
motexafin gadolinium	chembl3544910	db05428	NA	12047567
msc-2363318a	chembl3545003	NA	NA	NA
muscimol	chembl273481	db12458	c1=c(onc1=o)cn	4266
mycophenolate mofetil	chembl1456	db00688	cc1=c(c(=c(c2=c1coc2=o)o)c/c=c(\c)/ccc(=o)occn3ccocc3)oc	5281078
mycophenolic acid	chembl866	db01024	cc1=c(c(=c(c2=c1coc2=o)o)c/c=c(\c)/ccc(=o)o)oc	446541
n-methyl-n-nitrosurea	chembl288958	NA	cn(c(=o)n)n=o	12699
nafcillin	chembl1443	db00607	ccoc1=c(c2=cc=cc=c2c=c1)c(=o)n[c@h]3[c@@h]4n(c3=o)[c@h](c(s4)(c)c)c(=o)o	8982
naltrexone	chembl19019	db00704	c1cc1cn2cc[c@]34[c@@h]5c(=o)cc[c@]3([c@h]2cc6=c4c(=c(c=c6)o)o5)o	5360515
nandrolone phenpropionate	chembl1200412	db00984	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@@h]2oc(=o)ccc4=cc=cc=c4)ccc5=cc(=o)cc[c@h]35	229455
naphazoline hydrochloride	chembl1706	db06711	c1cn=c(n1)cc2=cc=cc3=cc=cc=c32.cl	4436
naphthalene	chembl16293	NA	c1=cc=c2c=cc=cc2=c1	931
naproxen	chembl154	db00788	c[c@@h](c1=cc2=c(c=c1)c=c(c=c2)oc)c(=o)o	156391
naratriptan	chembl1278	db00952	cns(=o)(=o)ccc1=cc2=c(c=c1)nc=c2c3ccn(cc3)c	4440
navitoclax	chembl443684	db12340	cc1(ccc(=c(c1)cn2ccn(cc2)c3=cc=c(c=c3)c(=o)ns(=o)(=o)c4=cc(=c(c=c4)n[c@h](ccn5ccocc5)csc6=cc=cc=c6)s(=o)(=o)c(f)(f)f)c7=cc=c(c=c7)cl)c	24978538
neboglamine	chembl1255840	NA	cc1(ccc(cc1)nc(=o)[c@h](ccc(=o)o)n)c	3074827
neramexane mesylate	chembl2106798	db04926	cc1(cc(cc(c1)(c)n)(c)c)c.cs(=o)(=o)o	11425584
neratinib	chembl180022	db11828	ccoc1=c(c=c2c(=c1)n=cc(=c2nc3=cc(=c(c=c3)occ4=cc=cc=n4)cl)c#n)nc(=o)/c=c/cn(c)c	9915743
nerispirdine	chembl2107762	db12714	cccn(c1=c(c=nc=c1)f)n2c=c(c3=cc=cc=c32)c	3081185
niacin	chembl573	db00627	c1=cc(=cn=c1)c(=o)o	938
nimesulide	chembl56367	db04743	cs(=o)(=o)nc1=c(c=c(c=c1)[n+](=o)[o-])oc2=cc=cc=c2	4495
nintedanib esylate	chembl3039504	db09079	ccs(=o)(=o)o.cn1ccn(cc1)cc(=o)n(c)c2=cc=c(c=c2)n/c(=c\3/c4=c(c=c(c=c4)c(=o)oc)nc3=o)/c5=cc=cc=c5	9809714
niraparib	chembl1094636	db11793	c1c[c@h](cnc1)c2=cc=c(c=c2)n3c=c4c=cc=c(c4=n3)c(=o)n	24958200
nirogacestat	chembl1770916	db12005	ccc[c@@h](c(=o)nc1=cn(c=n1)c(c)(c)cncc(c)(c)c)n[c@h]2ccc3=cc(=cc(=c3c2)f)f	46224413
nitric oxide	chembl1200689	db00435	[n]=o	145068
nitroglycerin	chembl730	db00727	c(c(co[n+](=o)[o-])o[n+](=o)[o-])o[n+](=o)[o-]	4510
nivolumab	chembl2108738	db09035	NA	NA
nktr-171	chembl3545209	NA	NA	NA
noradrenaline	chembl1356607	db00368	c1=cc(=c(c=c1[c@h](cn)o)o)o.c(c(c(=o)o)o)(c(=o)o)o	11957447
nordihydroguaiaretic acid	chembl52	db00179	cc(cc1=cc(=c(c=c1)o)o)c(c)cc2=cc(=c(c=c2)o)o	4534
norethindrone	chembl1162	db00717	c[c@]12cc[c@h]3[c@h]([c@@h]1cc[c@]2(c#c)o)ccc4=cc(=o)cc[c@h]34	6230
nrx-1074	chembl3545230	db11784	NA	71249967
nv-128	chembl3545135	NA	NA	68026984
nvp-auy922	chembl252164	NA	ccnc(=o)c1=c(/c(=c/2\c=c(c(=cc2=o)o)c(c)c)/on1)c3=cc=c(c=c3)cn4ccocc4	10096043
nw-3509	chembl3545207	NA	NA	NA
obatoclax mesylate	chembl2107358	db12191	cc1=cc(=c(n1)/c=c\2/c(=c/c(=c/3\c=c4c=cc=cc4=n3)/n2)oc)c.cs(=o)(=o)o	16681698
ocaperidone	chembl2104619	NA	cc1=cc=cn2c1=nc(=c(c2=o)ccn3ccc(cc3)c4=noc5=c4c=cc(=c5)f)c	71351
ocinaplon	chembl2105199	NA	c1=cc=nc(=c1)c(=o)c2=c3n=cc=c(n3n=c2)c4=cc=nc=c4	216456
ocriplasmin	chembl2095222	db08888	NA	NA
octanol	chembl26215	db12452	cccccccco	957
octreotide acetate	chembl1200480	db00104	c[c@h]([c@h]1c(=o)n[c@@h](cssc[c@@h](c(=o)n[c@h](c(=o)n[c@@h](c(=o)n[c@h](c(=o)n1)ccccn)cc2=cnc3=cc=cc=c32)cc4=cc=cc=c4)nc(=o)[c@@h](cc5=cc=cc=c5)n)c(=o)n[c@h](co)[c@@h](c)o)o.cc(=o)o	6917964
ofloxacin	chembl4	db01165	cc1coc2=c3n1c=c(c(=o)c3=cc(=c2n4ccn(cc4)c)f)c(=o)o	4583
olanzapine pamoate	chembl1201741	db00334	cc1=cc2=c(nc3=cc=cc=c3n=c2s1)n4ccn(cc4)c.c1=cc=c2c(=c1)c=c(c(=c2cc3=c(c(=cc4=cc=cc=c43)c(=o)o)o)o)c(=o)o	12085238
olaparib	chembl521686	db09074	c1cc1c(=o)n2ccn(cc2)c(=o)c3=c(c=cc(=c3)cc4=nnc(=o)c5=cc=cc=c54)f	23725625
olesoxime	chembl3545254	NA	c[c@h](cccc(c)c)[c@h]1cc[c@@h]2[c@@]1(cc[c@h]3[c@h]2ccc4=cc(=no)cc[c@]34c)c	76971721
omecamtiv mecarbil	chembl1800955	db11816	cc1=nc=c(c=c1)nc(=o)nc2=cc=cc(=c2f)cn3ccn(cc3)c(=o)oc	11689883
omeprazole	chembl1503	db00338	cc1=cn=c(c(=c1oc)c)cs(=o)c2=nc3=c(n2)c=c(c=c3)oc	4594
